number,id,city,city-fa,country-sh,country,
52712,3178767,Chiuppano,چیپانو,IT,Italy,
52713,3178801,Chiesina Uzzanese,کیزینا اوزانی,IT,Italy,
52714,3178808,Chiesa in Valmalenco,کیسه در والمالنکو,IT,Italy,
52715,3178820,Chienes,چینی ها,IT,Italy,
52716,3178846,Chiaromonte,کیارومونته,IT,Italy,
52717,3178855,Chiaravalle,کیاراول,IT,Italy,
52718,3178857,Chiarano,کیارانو,IT,Italy,
52719,3178858,Chiaramonti,کیارامونتی,IT,Italy,
52720,3178874,Chianciano Terme,چیانسیانو ترمه,IT,Italy,
52721,3178884,Chiampo,چیامپو,IT,Italy,
52722,3178899,Cherasco,چراسکو,IT,Italy,
52723,3178905,Chatillon,شتیلون,IT,Italy,
52724,3178908,Charvensod,چارونسود,IT,Italy,
52725,3178930,Ceva,سوا,IT,Italy,
52726,3178933,Cetona,چتونا,IT,Italy,
52727,3178937,Cetara,سیتارا,IT,Italy,
52728,3178944,Cessalto,سسالتو,IT,Italy,
52729,3178952,Cesiomaggiore,سزیوماجیوره,IT,Italy,
52730,3178984,Cesa,سسا,IT,Italy,
52731,3178988,Cervino,سروینو,IT,Italy,
52732,3178992,Cervignano del Friuli,سرونیانو دل فریولی,IT,Italy,
52733,3179013,Cervaro,سروارو,IT,Italy,
52734,3179020,Certosa di Pavia,سِرتوسا دی پاویا,IT,Italy,
52735,3179027,Cerro Maggiore,سررو مگیوره,IT,Italy,
52736,3179032,Cerrione,Cerrione,IT,Italy,
52737,3179033,Cerreto Sannita,سرتو سنیتا,IT,Italy,
52738,3179035,Cerreto Guidi,سرتو گویدی,IT,Italy,
52739,3179037,Cerreto dEsi,Cerreto dEsi,IT,Italy,
52740,3179067,Cernobbio,سرنوبیو,IT,Italy,
52741,3179068,Cermignano,Cermignano,IT,Italy,
52742,3179070,Cermenate,سرمنات,IT,Italy,
52743,3179076,Ceriano Laghetto,سریانو لاگتو,IT,Italy,
52744,3179079,Ceriale,سریالی,IT,Italy,
52745,3179098,Ceresara,سرسارا,IT,Italy,
52746,3179102,Ceregnano,سرگنانو,IT,Italy,
52747,3179119,Cercemaggiore,Cercemaggiore,IT,Italy,
52748,3179135,Ceraso,سراسو,IT,Italy,
52749,3179137,Cerano,سرانو,IT,Italy,
52750,3179141,Ceprano,سپرانو,IT,Italy,
52751,3179145,Ceppaloni,سپالونی,IT,Italy,
52752,3179150,Cepagatti,سپاگاتی,IT,Italy,
52753,3179157,Centola,سنتولا,IT,Italy,
52754,3179167,Centallo,سنتالو,IT,Italy,
52755,3179172,Cengio,چنگیو,IT,Italy,
52756,3179175,Cene,سنه,IT,Italy,
52757,3179188,Cellole,سلول,IT,Italy,
52758,3179190,Cellino San Marco,سلینو سان مارکو,IT,Italy,
52759,3179193,Cellino Attanasio,سلینو اتاناسیو,IT,Italy,
52760,3179204,Celle Ligure,Celle Ligure,IT,Italy,
52761,3179206,Celle di Bulgheria,سل دی بولغریا,IT,Italy,
52762,3179208,Cellamare,Cellamare,IT,Italy,
52763,3179212,Celenza Valfortore,سلنزا والفورتور,IT,Italy,
52764,3179220,Ceggia,سجیا,IT,Italy,
52765,3179252,Cavriglia,کاوگریلیا,IT,Italy,
52766,3179253,Cavriana,کاوریانا,IT,Italy,
52767,3179254,Cavriago,کاوریاگو,IT,Italy,
52768,3179257,Cavour,کاور,IT,Italy,
52769,3179272,Cavezzo,کاوزو,IT,Italy,
52770,3179279,Cavenago di Brianza,کاواناگو دی برایانزا,IT,Italy,
52771,3179280,Cavenago dAdda,کاواناگو dAdda,IT,Italy,
52772,3179288,Cave,غار,IT,Italy,
52773,3179305,Cava Manara,کاوا مانارا,IT,Italy,
52774,3179325,Cavallermaggiore,کاوالرماجیوره,IT,Italy,
52775,3179333,Cavalese,کاوالزه,IT,Italy,
52776,3179334,Cavaion Veronese,کاوایون ورونزی,IT,Italy,
52777,3179336,Cavaglia,کاواگلیا,IT,Italy,
52778,3179341,Cautano,کاوتانو,IT,Italy,
52779,3179376,Castro dei Volsci,کاسترو دی ولسی,IT,Italy,
52780,3179377,Castrocielo,کاستروسیلو,IT,Italy,
52781,3179383,Castri di Lecce,کاستری دی لچه,IT,Italy,
52782,3179385,Castorano,کاستورانو,IT,Italy,
52783,3179386,Casto,کاستو,IT,Italy,
52784,3179387,Castions di Strada,Castions di Strada,IT,Italy,
52785,3179396,Castignano,کستیگنانو,IT,Italy,
52786,3179405,Castiglion Fiorentino,کاستگلیون فیورنتینو,IT,Italy,
52787,3179406,Castiglion Fibocchi,Castiglion Fibocchi,IT,Italy,
52788,3179407,Castiglione Olona,کاستگلیونه اولونا,IT,Italy,
52789,3179408,Castiglione Messer Raimondo,Castiglione Messer Raimondo,IT,Italy,
52790,3179409,Castiglione Messer Marino,Castiglione Messer Marino,IT,Italy,
52791,3179410,Castiglione in Teverina,Castiglione در Teverina,IT,Italy,
52792,3179411,Castiglione dOrcia,Castiglione dOrcia,IT,Italy,
52793,3179421,Castiglione dei Pepoli,Castiglione dei Pepoli,IT,Italy,
52794,3179423,Castiglione dAdda,Castiglione dAdda,IT,Italy,
52795,3179441,Castenaso,کاستناسو,IT,Italy,
52796,3179445,Castel Viscardo,کاستل ویسکاردو,IT,Italy,
52797,3179446,Castelvetro Piacentino,Castelvetro Piacentino,IT,Italy,
52798,3179452,Castelverde,کاستلورده,IT,Italy,
52799,3179454,Castelvenere,Castelvenere,IT,Italy,
52800,3179470,Castelsardo,کاستلساردو,IT,Italy,
52801,3179473,Castel SantElia,Castel SantElia,IT,Italy,
52802,3179483,Castel San Niccolo,کاستل سن نیکولو,IT,Italy,
52803,3179484,Castel San Lorenzo,کاستل سن لورنزو,IT,Italy,
52804,3179488,Castel San Giorgio,کاستل سان جورجیو,IT,Italy,
52805,3179493,Castelrotto,کاستلروتو,IT,Italy,
52806,3179498,Castel Ritaldi,کاستل ریتالدی,IT,Italy,
52807,3179502,Castelraimondo,Castelraimondo,IT,Italy,
52808,3179508,Castelplanio,کاستلپلانیو,IT,Italy,
52809,3179513,Castelnuovo Scrivia,Castelnuovo Scrivia,IT,Italy,
52810,3179514,Castelnuovo Rangone,Castelnuovo Rangone,IT,Italy,
52811,3179518,Castelnuovo Don Bosco,کاستلنوو دون بوسکو,IT,Italy,
52812,3179520,Castelnuovo di Val di Cecina,Castelnuovo di Val di Cecina,IT,Italy,
52813,3179521,Castelnuovo di Porto,کاستلنوو دی پورتو,IT,Italy,
52814,3179522,Castelnuovo di Magra,کاستلنوو دی مگرا,IT,Italy,
52815,3179532,Castelnuovo Cilento,Castelnuovo Cilento,IT,Italy,
52816,3179535,Castelnuovo Berardenga,Castelnuovo Berardenga,IT,Italy,
52817,3179546,Castelnovo neMonti,Castelnovo neMonti,IT,Italy,
52818,3179547,Castelnovo di Sotto,کاستلنوو دی سوتو,IT,Italy,
52819,3179555,Castel Mella,کاستل ملا,IT,Italy,
52820,3179556,Castelmauro,کاستلماورو,IT,Italy,
52821,3179557,Castelmassa,کاستلماسا,IT,Italy,
52822,3179561,Castel Madama,کاستل ماداما,IT,Italy,
52823,3179570,Castellucchio,کاستلوچیو,IT,Italy,
52824,3179584,Castello di Godego,کاستلو دی گودگو,IT,Italy,
52825,3179585,Castello di Fiemme,کاستلو دی فیمه,IT,Italy,
52826,3179597,Castello dArgile,Castello dArgile,IT,Italy,
52827,3179620,Castelliri,کاستلیری,IT,Italy,
52828,3179623,Castellina in Chianti,کاستلینا در کیانتی,IT,Italy,
52829,3179629,Castelletto sopra Ticino,Castelletto sopra Ticino,IT,Italy,
52830,3179636,Castelleone,کاستلئون,IT,Italy,
52831,3179640,Castellazzo Bormida,Castellazzo Bormida,IT,Italy,
52832,3179642,CastellArquato,CastellArquato,IT,Italy,
52833,3179649,Castellarano,کاستلارانو,IT,Italy,
52834,3179650,Castellanza,کاستلانزا,IT,Italy,
52835,3179662,Castellalto,کاستلالاتو,IT,Italy,
52836,3179663,CastellAlfero,CastellAlfero,IT,Italy,
52837,3179667,Castellabate,Castellabate,IT,Italy,
52838,3179671,Castel Guelfo di Bologna,کاستل گولفو دی بولونیا,IT,Italy,
52839,3179678,Castel Giorgio,کاستل جورجیو,IT,Italy,
52840,3179680,Castel Gandolfo,کاستل گاندولفو,IT,Italy,
52841,3179683,Castelfrentano,Castelfrentano,IT,Italy,
52842,3179688,Castelfranco di Sopra,کاستلفرانکو دی سوپرا,IT,Italy,
52843,3179690,Castelfranci,کاستلفرانسی,IT,Italy,
52844,3179692,Castelforte,کاستلفورت,IT,Italy,
52845,3179695,Castel Focognano,Castel Focognano,IT,Italy,
52846,3179703,Castel di Sangro,کاستل دی سانگرو,IT,Italy,
52847,3179711,Castel di Casio,کاستل دی کاسیو,IT,Italy,
52848,3179715,Castel del Piano,Castel del Piano,IT,Italy,
52849,3179724,Castel dArio,Castel dArio,IT,Italy,
52850,3179729,Castelcivita,Castelcivita,IT,Italy,
52851,3179735,Castel Bolognese,Castel Bolognese,IT,Italy,
52852,3179737,Castelbello-Ciardes - Kastelbell-Tschars,Castelbello-Ciardes - Kastelbell-Tschars,IT,Italy,
52853,3179738,Castelbellino,کاستلبلینو,IT,Italy,
52854,3179744,Castegnato,Castegnato,IT,Italy,
52855,3179745,Casteggio,کاستجیو,IT,Italy,
52856,3179755,Castagnole Lanze,Castagnole Lanze,IT,Italy,
52857,3179762,Castagneto Carducci,کاستاگنتو کاردوچی,IT,Italy,
52858,3179768,Castagnaro,کاستاگنارو,IT,Italy,
52859,3179778,Cassolnovo,کاسولنوو,IT,Italy,
52860,3179784,Cassine,کاسین,IT,Italy,
52861,3179787,Cassina dePecchi,کاسینا دپکی,IT,Italy,
52862,3179800,Cassacco,کاساکو,IT,Italy,
52863,3179807,Casorezzo,کاسورزو,IT,Italy,
52864,3179808,Casorate Sempione,Casorate Sempione,IT,Italy,
52865,3179809,Casorate Primo,کاسورات پریمو,IT,Italy,
52866,3179828,Casoli,کازولی,IT,Italy,
52867,3179829,Casole dElsa,کاسوله دلسا,IT,Italy,
52868,3179832,Casola di Napoli,کازولا دی ناپولی,IT,Italy,
52869,3179835,Casnigo,کاسنیگو,IT,Italy,
52870,3179836,Casirile,کازیریل,IT,Italy,
52871,3179844,Casina,کازینا,IT,Italy,
52872,3179912,Caselle Lurani,کازل لورانی,IT,Italy,
52873,3179913,Caselle in Pittari,کاسل در پیتاری,IT,Italy,
52874,3179920,Casella,کازلا,IT,Italy,
52875,3179922,Caselette,کازلت,IT,Italy,
52876,3179925,Casei Gerola,کاسی جرولا,IT,Italy,
52877,3179979,Casciana Terme,کاسکیانا ترمه,IT,Italy,
52878,3179980,Cascia,کاسیا,IT,Italy,
52879,3179984,Casazza,کازازا,IT,Italy,
52880,3180014,Casatenovo,کاساتنوو,IT,Italy,
52881,3180045,Casarsa della Delizia,کازارسا دلا دلیزیا,IT,Italy,
52882,3180072,Casapulla,کاساپولا,IT,Italy,
52883,3180110,Casandrino,کازاندرینو,IT,Italy,
52884,3180141,Casamarciano,کازامارسیانو,IT,Italy,
52885,3180153,Casalvieri,کازالویری,IT,Italy,
52886,3180155,Casal Velino,کسال ولینو,IT,Italy,
52887,3180156,Casalvecchio di Puglia,Casalvecchio di Puglia,IT,Italy,
52888,3180161,Casaluce,کاسالوس,IT,Italy,
52889,3180166,Casalserugo,کسالسروگو,IT,Italy,
52890,3180168,Casalpusterlengo,Casalpusterlengo,IT,Italy,
52891,3180170,Casaloldo,کازالدو,IT,Italy,
52892,3180171,Casalnuovo Monterotaro,Casalnuovo Monterotaro,IT,Italy,
52893,3180174,Casalmoro,کسالمورو,IT,Italy,
52894,3180176,Casalmaiocco,کازالمائیوکو,IT,Italy,
52895,3180182,Casalincontrada,Casalincontrada,IT,Italy,
52896,3180191,Casalgrande,کاسالگراند,IT,Italy,
52897,3180197,Casale sul Sile,Casale sul Sile,IT,Italy,
52898,3180205,Casaleone,کازالئون,IT,Italy,
52899,3180215,Casale di Scodosia,کاساله دی اسکودوزیا,IT,Italy,
52900,3180221,Casale Corte Cerro,کاساله کورته سرو,IT,Italy,
52901,3180242,Casalbuttano,کازالبوتانو,IT,Italy,
52902,3180247,Casalbordino,کازالبوردینو,IT,Italy,
52903,3180336,Casacalenda,کاساکالندا,IT,Italy,
52904,3180381,Carvico,کارویکو,IT,Italy,
52905,3180393,Cartoceto,کارتو,IT,Italy,
52906,3180400,Carsoli,کارسولی,IT,Italy,
52907,3180405,Carru,کاررو,IT,Italy,
52908,3180431,Carpineto Romano,کارپینتو رومانو,IT,Italy,
52909,3180433,Carpineti,کارپینتی,IT,Italy,
52910,3180441,Carpignano Sesia,Carpignano Sesia,IT,Italy,
52911,3180442,Carpignano Salentino,Carpignano Salentino,IT,Italy,
52912,3180444,Carpiano,کارپیانو,IT,Italy,
52913,3180450,Carpenedolo,کارپندولو,IT,Italy,
52914,3180457,Carpaneto Piacentino,Carpaneto Piacentino,IT,Italy,
52915,3180462,Carovigno,کارووینو,IT,Italy,
52916,3180466,Carosino,کاروسینو,IT,Italy,
52917,3180483,Carnate,میخک,IT,Italy,
52918,3180491,Carmignano di Brenta,کارمینیانو دی برنتا,IT,Italy,
52919,3180494,Carmignano,کارمینیانو,IT,Italy,
52920,3180495,Carmiano,کارمیانو,IT,Italy,
52921,3180498,Carlino,کارلینو,IT,Italy,
52922,3180500,Carlazzo,کارلاستو,IT,Italy,
52923,3180507,Carinola,کارینولا,IT,Italy,
52924,3180510,Carimate,اب و هوا,IT,Italy,
52925,3180511,Carignano,کارینینو,IT,Italy,
52926,3180557,Carcare,نگهداری خودرو,IT,Italy,
52927,3180576,Carbognano,کربونو,IT,Italy,
52928,3180579,Caravate,تراشیدن,IT,Italy,
52929,3180583,Carasco,کاراسکو,IT,Italy,
52930,3180588,Carapelle,کاراپل,IT,Italy,
52931,3180593,Caramanico Terme,کارامانیکو ترمه,IT,Italy,
52932,3180597,Caraglio,کاراگلیو,IT,Italy,
52933,3180600,Capurso,کاپورسو,IT,Italy,
52934,3180608,Capriolo,کاپریولو,IT,Italy,
52935,3180611,Caprino Veronese,کاپرینو ورونزی,IT,Italy,
52936,3180612,Caprino Bergamasco,کاپرینو برگاماسکو,IT,Italy,
52937,3180620,Capriglia Irpina,کاپریگلیا ایرپینا,IT,Italy,
52938,3180625,Capriate San Gervasio,سن ژروواسیو را کاپریت کنید,IT,Italy,
52939,3180635,Caprarola,کاپراولا,IT,Italy,
52940,3180637,Caprarica di Lecce,Caprarica di Lecce,IT,Italy,
52941,3180644,Capranica,کاپرانیکا,IT,Italy,
52942,3180645,Capralba,کپرالبا,IT,Italy,
52943,3180659,Cappelle sul Tavo,کاپل سول تاوو,IT,Italy,
52944,3180662,Cappella Maggiore,کاپلا مگیوره,IT,Italy,
52945,3180670,Caposele,کاپوسل,IT,Italy,
52946,3180676,Capoliveri,کاپولیوری,IT,Italy,
52947,3180682,Capodrise,کاپودریز,IT,Italy,
52948,3180688,Capo di Ponte,کاپو دی پونته,IT,Italy,
52949,3180712,Capistrello,کاپسترلو,IT,Italy,
52950,3180725,Capena,کاپنا,IT,Italy,
52951,3180734,Capannoli,کاپانولی,IT,Italy,
52952,3180743,Capalbio,کپالبیو,IT,Italy,
52953,3180748,Caorso,کورسو,IT,Italy,
52954,3180754,Canzo,کانزو,IT,Italy,
52955,3180768,Cantiano,کانتیانو,IT,Italy,
52956,3180779,Cantalice,طلسم,IT,Italy,
52957,3180781,Cantagallo,کانتاگالو,IT,Italy,
52958,3180789,Olgiate Molgora,اولگیات مولگورا,IT,Italy,
52959,3180805,Canneto sullOglio,Canneto sullOglio,IT,Italy,
52960,3180826,Cannara,کانارا,IT,Italy,
52961,3180838,Canino,کانینو,IT,Italy,
52962,3180844,Caneva,کانوا,IT,Italy,
52963,3180849,Canepina,کانپینا,IT,Italy,
52964,3180852,Canegrate,چاشنی,IT,Italy,
52965,3180861,Candiolo,کانديولو,IT,Italy,
52966,3180864,Candide,کاندید,IT,Italy,
52967,3180866,Candiana,کاندیانا,IT,Italy,
52968,3180886,Canaro,کانارو,IT,Italy,
52969,3180894,Canale Monterano,کانال مونترانو,IT,Italy,
52970,3180898,Canale,کانال,IT,Italy,
52971,3180901,Camugnano,کاموگانانو,IT,Italy,
52972,3180908,Campo Tures,کمپو تورس,IT,Italy,
52973,3180918,Camposano,کامپوزانو,IT,Italy,
52974,3180919,Campo San Martino,کامپو سان مارتینو,IT,Italy,
52975,3180920,Camposampiero,کامپوزامپیرو,IT,Italy,
52976,3180927,Camporosso,کامپوروسو,IT,Italy,
52977,3180929,Camporgiano,کمپورجیانو,IT,Italy,
52978,3180937,Camponogara,کمپونوگارا,IT,Italy,
52979,3180945,Campomarino,کامپومارینو,IT,Italy,
52980,3180951,Campolongo Maggiore,کمپولونگو مگیوره,IT,Italy,
52981,3180957,Campo Ligure,Campo Ligure,IT,Italy,
52982,3180970,Campogalliano,کمپوگالیانو,IT,Italy,
52983,3180971,Campoformido,کمپوفرمیدو,IT,Italy,
52984,3180973,Campodoro,کمپودورو,IT,Italy,
52985,3180976,Campo di Trens,کامپو دی ترنس,IT,Italy,
52986,3180977,Campodipietra,کمپودیپیترا,IT,Italy,
52987,3180983,Campodarsego,کمپودارسگو,IT,Italy,
52988,3181001,Campli,کمپلی,IT,Italy,
52989,3181005,Campi Salentina,Campi Salentina,IT,Italy,
52990,3181006,Campione dItalia,Campione dItalia,IT,Italy,
52991,3181012,Campiglia Marittima,Campiglia Marittima,IT,Italy,
52992,3181031,Campello sul Clitunno,Campello sul Clitunno,IT,Italy,
52993,3181034,Campegine,کامپژین,IT,Italy,
52994,3181060,Campagnatico,Campagnatico,IT,Italy,
52995,3181061,Campagnano di Roma,Campagnano di Roma,IT,Italy,
52996,3181062,Campagna Lupia,کامپانیا لوپیا,IT,Italy,
52997,3181071,Camogli,کاموگلی,IT,Italy,
52998,3181075,Camisano Vicentino,کامیسانو ویسنتینو,IT,Italy,
52999,3181096,Cameri,کامری,IT,Italy,
53000,3181111,Cambiano,کامبیانو,IT,Italy,
53001,3181112,Cambiago,کامبیاگو,IT,Italy,
53002,3181142,Calvisano,کالویسانو,IT,Italy,
53003,3181150,Calvenzano,کالونزانو,IT,Italy,
53004,3181155,Calvello,کالولو,IT,Italy,
53005,3181165,Calusco dAdda,کالوسکو dAdda,IT,Italy,
53006,3181166,Caltrano,کالترانو,IT,Italy,
53007,3181168,Caltignaga,کالتیگناگا,IT,Italy,
53008,3181176,Calolziocorte,کالولزیوکورته,IT,Italy,
53009,3181187,Calitri,کالیتری,IT,Italy,
53010,3181189,Calimera,کالیمرا,IT,Italy,
53011,3181201,Calendasco,کالنداسکو,IT,Italy,
53012,3181209,Caldogno,کالدونگو,IT,Italy,
53013,3181212,Calderara di Reno,کالدرارا دی رینو,IT,Italy,
53014,3181215,Caldaro sulla strada del vino,Caldaro sulla strada del vino,IT,Italy,
53015,3181220,Calcio,کالسیو,IT,Italy,
53016,3181223,Calcinato,کلسیناتو,IT,Italy,
53017,3181224,Calcinate,حساب کنید,IT,Italy,
53018,3181229,Calci,کالچی,IT,Italy,
53019,3181240,Calangianus,کالانگیانوس,IT,Italy,
53020,3181248,Calalzo,کالالزو,IT,Italy,
53021,3181255,Calabritto,کالابریتو,IT,Italy,
53022,3181263,Cairate,کایرات,IT,Italy,
53023,3181274,Cagnano Varano,کاگانو وارانو,IT,Italy,
53024,3181277,Cagli,کاگلی,IT,Italy,
53025,3181278,Caggiano,کاگیانو,IT,Italy,
53026,3181288,Cadoneghe,کادونگه,IT,Italy,
53027,3181305,Cadeo,کادئو,IT,Italy,
53028,3181311,Cadelbosco di Sopra,کادلبوسکو دی سوپرا,IT,Italy,
53029,3181345,Buttrio,باتریو,IT,Italy,
53030,3181347,Buttigliera Alta,بوتیگلیرا التا,IT,Italy,
53031,3181348,Buttapietra,باتاپیترا,IT,Italy,
53032,3181351,Buti,اما من,IT,Italy,
53033,3181354,Busto Garolfo,بوستو گارولفو,IT,Italy,
53034,3181358,Bussoleno,بوسولنو,IT,Italy,
53035,3181361,Bussi sul Tirino,بوسی سول تیرینو,IT,Italy,
53036,3181364,Busseto,بوستو,IT,Italy,
53037,3181379,Buscate,باسکت,IT,Italy,
53038,3181383,Busalla,بوسالا,IT,Italy,
53039,3181402,Burano,بورانو,IT,Italy,
53040,3181407,Buonconvento,Buonconvento,IT,Italy,
53041,3181410,Buonalbergo,بونالبرگو,IT,Italy,
53042,3181411,Buonabitacolo,بونابیتاکولو,IT,Italy,
53043,3181428,Buglio in Monte,بوگلیو در مونته,IT,Italy,
53044,3181446,Budoia,بودویا,IT,Italy,
53045,3181451,Budduso,بودسو,IT,Italy,
53046,3181456,Bucine,شیرین,IT,Italy,
53047,3181458,Buccino,بوچینو,IT,Italy,
53048,3181461,Bucchianico,بوچیانیکو,IT,Italy,
53049,3181468,Brusnengo,بروسننگو,IT,Italy,
53050,3181488,Bruino,بروینو,IT,Italy,
53051,3181492,Brugnera,بروگنرا,IT,Italy,
53052,3181494,Brugine,نوشابه,IT,Italy,
53053,3181504,Bronzolo,برنزولو,IT,Italy,
53054,3181507,Broni,برونی,IT,Italy,
53055,3181516,Brivio,بریویو,IT,Italy,
53056,3181521,Brisighella,بریسیگلا,IT,Italy,
53057,3181532,Brignano Gera dAdda,Brignano Gera dAdda,IT,Italy,
53058,3181535,Briga Novarese,بریگا نوارسی,IT,Italy,
53059,3181539,Bricherasio,بریچراسیو,IT,Italy,
53060,3181549,Bressanvido,برسوانویدو,IT,Italy,
53061,3181551,Bressana Bottarone,برسانا بوتارون,IT,Italy,
53062,3181555,Brescello,برشلو,IT,Italy,
53063,3181559,Brentonico,برنتونیکو,IT,Italy,
53064,3181570,Brennero,برنرو,IT,Italy,
53065,3181572,Brendola,براندولا,IT,Italy,
53066,3181575,Brembio,برمبیو,IT,Italy,
53067,3181576,Brembilla,برمبیلا,IT,Italy,
53068,3181577,Brembate,برمبات,IT,Italy,
53069,3181583,Breganze,برگانز,IT,Italy,
53070,3181586,Breda di Piave,بردا دی پیاوه,IT,Italy,
53071,3181591,Brebbia,بربیا,IT,Italy,
53072,3181605,Brandizzo,براندیزو,IT,Italy,
53073,3181622,Bracigliano,براسیلیانو,IT,Italy,
53074,3181633,Bozzolo,بوژولو,IT,Italy,
53075,3181637,Bovolone,بوولون,IT,Italy,
53076,3181639,Bovolenta,بوولنتا,IT,Italy,
53077,3181641,Bovisio Masciago,بوویسیو ماشیاگو,IT,Italy,
53078,3181644,Bovino,بووینو,IT,Italy,
53079,3181646,Boville Ernica,بوویل ارنیکا,IT,Italy,
53080,3181647,Bovezzo,بووزو,IT,Italy,
53081,3181648,Boves,کمان,IT,Italy,
53082,3181649,Bovegno,بوونو,IT,Italy,
53083,3181662,Botticino,بوتیچینو,IT,Italy,
53084,3181668,Bottanuco,بوتانوکو,IT,Italy,
53085,3181677,Bosisio Parini,بوسیو پارینی,IT,Italy,
53086,3181684,Bosconero,بوسکونرو,IT,Italy,
53087,3181685,Bosco Marengo,بوسکو مارنگو,IT,Italy,
53088,3181689,Bosco Chiesanuova,بوسکو کیسانووا,IT,Italy,
53089,3181706,Bosa,بوسا,IT,Italy,
53090,3181707,Borzonasca,بورزوناسکا,IT,Italy,
53091,3181715,Borso del Grappa,بورسو دل گراپا,IT,Italy,
53092,3181725,Borore,بورور,IT,Italy,
53093,3181727,Borno,بورنو,IT,Italy,
53094,3181730,Bormio,بورمیو,IT,Italy,
53095,3181744,Borgo Vercelli,بورگو ورچلی,IT,Italy,
53096,3181746,Borgo Val di Taro,بورگو وال دی تارو,IT,Italy,
53097,3181747,Borgo Tossignano,بورگو توسیگنانو,IT,Italy,
53098,3181748,Borgo Ticino,بورگو تیچینو,IT,Italy,
53099,3181749,Borgosesia,بورگوزیا,IT,Italy,
53100,3181750,Borgosatollo,بورگوساتولو,IT,Italy,
53101,3181755,Borgo San Giacomo,بورگو سان جاکومو,IT,Italy,
53102,3181757,Borgo San Dalmazzo,بورگو سان دالمززو,IT,Italy,
53103,3181762,Borgoricco,بورگوریکو,IT,Italy,
53104,3181782,Borgone Susa,بورگون شوش,IT,Italy,
53105,3181799,Borgofranco dIvrea,Borgofranco dIvrea,IT,Italy,
53106,3181802,Borgoforte,بورگوفورته,IT,Italy,
53107,3181809,Borgo dAle,بورگو dAle,IT,Italy,
53108,3181815,Borgo a Mozzano,بورگو یک موتزانو,IT,Italy,
53109,3181819,Borgo a Buggiano,بورگو یک بوگیانو,IT,Italy,
53110,3181822,Borgo,بورگو,IT,Italy,
53111,3181830,Borghi,بورقی,IT,Italy,
53112,3181835,Borghetto Lodigiano,بورگتو لودیجیانو,IT,Italy,
53113,3181850,Borgaro Torinese,بورگارو تورینز,IT,Italy,
53114,3181854,Boretto,بورتو,IT,Italy,
53115,3181864,Bordighera,بوردیگرا,IT,Italy,
53116,3181875,Bonorva,بنوروا,IT,Italy,
53117,3181879,Bono,بونو,IT,Italy,
53118,3181882,Bonito,بونیتو,IT,Italy,
53119,3181896,Bonate Sopra,پاداش سوپرا,IT,Italy,
53120,3181910,Bolzano Vicentino,بولزانو ویسنتینو,IT,Italy,
53121,3181917,Bolsena,بولسنا,IT,Italy,
53122,3181918,Bolotana,بولوتانا,IT,Italy,
53123,3181930,Bollengo,بولنگو,IT,Italy,
53124,3181934,Bolano,بولانو,IT,Italy,
53125,3181939,Boiano,بویانو,IT,Italy,
53126,3181943,Bogliasco,بوگلیاسکو,IT,Italy,
53127,3181945,Boffalora sopra Ticino,بوفالورا سوپرا تیچینو,IT,Italy,
53128,3181970,Bobbio,بابیو,IT,Italy,
53129,3181983,Blera,بولرا,IT,Italy,
53130,3181992,Bitti,بیتی,IT,Italy,
53131,3181994,Bitritto,بیتریتو,IT,Italy,
53132,3181996,Bitetto,بیتتو,IT,Italy,
53133,3182003,Bisenti,بیسنتی,IT,Italy,
53134,3182012,Bisaccia,بیساکیا,IT,Italy,
53135,3182027,Binasco,بیناسکو,IT,Italy,
53136,3182040,Bientina,باینتینا,IT,Italy,
53137,3182041,Bienno,بینو,IT,Italy,
53138,3182056,Biccari,بیکاری,IT,Italy,
53139,3182058,Bibbona,بیبونا,IT,Italy,
53140,3182060,Bibbiano,بیبیانو,IT,Italy,
53141,3182066,Biassono,بیاسونو,IT,Italy,
53142,3182068,Bianze,بیانزه,IT,Italy,
53143,3182069,Biandronno,Biandronno,IT,Italy,
53144,3182096,Bevagna,بوگنا,IT,Italy,
53145,3182099,Bettona,بتونا,IT,Italy,
53146,3182104,Bettola,بتولا,IT,Italy,
53147,3182111,Besozzo,بسوزو,IT,Italy,
53148,3182112,Besnate,لعنتی,IT,Italy,
53149,3182116,Besano,باسانو,IT,Italy,
53150,3182119,Besana in Brianza,بسانا در برایانزا,IT,Italy,
53151,3182120,Berzo Inferiore,Berzo Inferiore,IT,Italy,
53152,3182132,Bertiolo,برتیولو,IT,Italy,
53153,3182146,Berra,بررا,IT,Italy,
53154,3182149,Bernate Ticino,برنات تیچینو,IT,Italy,
53155,3182162,Bergantino,برگانتینو,IT,Italy,
53156,3182167,Bereguardo,برگواردو,IT,Italy,
53157,3182170,Berchidda,برچیدا,IT,Italy,
53158,3182172,Berceto,برکتو,IT,Italy,
53159,3182173,Berbenno di Valtellina,بربننو دی والتلینا,IT,Italy,
53160,3182176,Bentivoglio,بنتیوگلیو,IT,Italy,
53161,3182181,Bene Vagienna,بنه واژینا,IT,Italy,
53162,3182183,Benetutti,بنتوتی,IT,Italy,
53163,3182186,Belvedere Ostrense,بلودر استرنس,IT,Italy,
53164,3182213,Bellona,بلونا,IT,Italy,
53165,3182219,Bellizzi Irpino,بلزی ایرپینو,IT,Italy,
53166,3182224,Bellegra,بلگرا,IT,Italy,
